日期,浏览量,浏览量环比,访客数,访客数环比,人均浏览量,人均浏览量环比,平均停留时间,平均停留时间环比,跳失率,跳失率环比,成交客户数,成交客户数环比,成交单量,成交单量环比,成交金额,成交金额环比,客单价,客单价环比,成交商品件数,成交商品件数环比,成交转化率,成交转化率环比,下单客户数,下单客户数环比,下单单量,下单单量环比,下单金额,下单金额环比,下单商品件数,下单商品件数环比,下单转化率,下单转化率环比,下单成交转化率,下单成交转化率环比
2018-04-20,143615,-,29616,-,4.85,-,89.5,-,49.46%,-,3538,-,4615,-,297573.65,-,84.11,-,23729,-,11.95%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-04-21,167677,-,32231,-,5.2,-,89.14,-,48.29%,-,4038,-,4865,-,311751.25,-,77.2,-,26413,-,12.53%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-04-22,304541,-,59771,-,5.1,-,90.67,-,47.27%,-,8059,-,10055,-,580739.7,-,72.06,-,43368,-,13.48%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-04-23,182623,-,34240,-,5.33,-,90.36,-,45.92%,-,4534,-,5905,-,377316.4,-,83.22,-,29080,-,13.24%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-04-24,151482,-,30855,-,4.91,-,85.05,-,47.50%,-,3659,-,4503,-,316649.77,-,86.54,-,21929,-,11.86%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-04-25,141914,-,26924,-,5.27,-,95.25,-,47.45%,-,3416,-,4233,-,293660.31,-,85.97,-,21154,-,12.69%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-04-26,134017,-,27843,-,4.81,-,90.43,-,48.46%,-,3406,-,4209,-,285346.55,-,83.78,-,21691,-,12.23%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-04-27,124410,-,25187,-,4.94,-,89.61,-,47.93%,-,3387,-,4094,-,287393.53,-,84.85,-,21605,-,13.45%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-04-28,116603,-,25801,-,4.52,-,83.16,-,50.55%,-,2996,-,3482,-,257816.17,-,86.05,-,19888,-,11.61%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-04-29,135626,-,34339,-,3.95,-,73.71,-,54.03%,-,3674,-,4258,-,280886.34,-,76.45,-,19938,-,10.70%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-04-30,105191,-,21441,-,4.91,-,80.78,-,48.55%,-,2658,-,3114,-,221126.04,-,83.19,-,18027,-,12.40%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-01,123455,-,25369,-,4.87,-,78.27,-,48.64%,-,3095,-,3713,-,261548.8,-,84.51,-,21065,-,12.20%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-02,131856,-,28925,-,4.56,-,82.21,-,52.14%,-,2868,-,3380,-,242931.63,-,84.7,-,19075,-,9.92%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-03,183041,-,39723,-,4.61,-,83.09,-,48.71%,-,5826,-,6844,-,420670.69,-,72.21,-,28507,-,14.67%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-04,153202,-,28850,-,5.31,-,86.81,-,46.20%,-,4007,-,4850,-,346094.26,-,86.37,-,30322,-,13.89%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-05,137450,-,26598,-,5.17,-,81.8,-,47.59%,-,3412,-,4151,-,299023.24,-,87.64,-,25350,-,12.83%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-06,144244,-,26602,-,5.42,-,83.12,-,46.46%,-,3588,-,4450,-,318980.75,-,88.9,-,26518,-,13.49%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-07,138748,-,28737,-,4.83,-,81.53,-,49.63%,-,3189,-,3888,-,287649.09,-,90.2,-,23802,-,11.10%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-08,157112,-,33462,-,4.7,-,80.97,-,50.39%,-,4293,-,5134,-,317294.88,-,73.91,-,23717,-,12.83%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-09,136220,-,28491,-,4.78,-,81.81,-,49.80%,-,2939,-,3636,-,255824.41,-,87.04,-,17843,-,10.32%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-10,122624,-,25143,-,4.88,-,84.15,-,48.33%,-,2700,-,3332,-,250683.86,-,92.85,-,16979,-,10.74%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-11,134674,-,26118,-,5.16,-,88.25,-,46.97%,-,3104,-,4237,-,302276.58,-,97.38,-,22117,-,11.88%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-12,150871,-,33135,-,4.55,-,77.12,-,51.33%,-,3242,-,4174,-,293180.63,-,90.43,-,23597,-,9.78%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-13,198165,-,41406,-,4.79,-,87.78,-,48.40%,-,6148,-,7789,-,482348.68,-,78.46,-,38073,-,14.85%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-14,136418,-,26638,-,5.12,-,91.86,-,46.66%,-,3924,-,4959,-,308209.33,-,78.54,-,23763,-,14.73%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-15,183992,-,33354,-,5.52,-,97.64,-,42.05%,-,5309,-,6810,-,435089.5,-,81.95,-,36845,-,15.92%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-16,218033,-,41942,-,5.2,-,93.42,-,47.44%,-,6085,-,7643,-,419686.56,-,68.97,-,36187,-,14.51%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-17,277104,-,58818,-,4.71,-,88.23,-,51.31%,-,7782,-,9798,-,583543.04,-,74.99,-,44638,-,13.23%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-18,163923,-,32396,-,5.06,-,89.39,-,48.28%,-,4095,-,4951,-,313566.59,-,76.57,-,25591,-,12.64%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-19,263986,-,45824,-,5.76,-,93.39,-,42.53%,-,6956,-,8360,-,557599.67,-,80.16,-,47367,-,15.18%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-20,236485,-,54956,-,4.3,-,75.4,-,54.01%,-,6008,-,7207,-,454064.6,-,75.58,-,36029,-,10.93%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-21,161242,-,31475,-,5.12,-,85.65,-,48.01%,-,3929,-,4710,-,335018.4,-,85.27,-,25923,-,12.48%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-22,158108,-,29935,-,5.28,-,89.33,-,47.35%,-,3423,-,4382,-,335430.19,-,97.99,-,25846,-,11.43%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-23,138428,-,25582,-,5.41,-,92.56,-,47.21%,-,2974,-,3784,-,261796.37,-,88.03,-,21061,-,11.63%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-24,132214,-,25161,-,5.25,-,87.69,-,47.16%,-,3048,-,3823,-,262549.2,-,86.14,-,22697,-,12.11%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-25,126724,-,25628,-,4.94,-,83.19,-,48.50%,-,2818,-,3479,-,237114.1,-,84.14,-,18796,-,11.00%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-26,134959,-,25810,-,5.23,-,84.37,-,47.48%,-,2821,-,3565,-,238122.4,-,84.41,-,19348,-,10.93%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-27,127484,-,25818,-,4.94,-,83.41,-,48.12%,-,2903,-,3644,-,238239.3,-,82.07,-,18901,-,11.24%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-28,140215,-,27072,-,5.18,-,91.79,-,47.38%,-,3280,-,4075,-,281665.46,-,85.87,-,22514,-,12.12%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-29,161832,-,31989,-,5.06,-,88.11,-,48.38%,-,3463,-,4363,-,305428.58,-,88.2,-,23302,-,10.83%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-30,169090,-,33561,-,5.04,-,93.65,-,48.04%,-,4085,-,5143,-,378955.5,-,92.77,-,24383,-,12.17%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-05-31,184638,-,36495,-,5.06,-,93.28,-,47.97%,-,4496,-,6023,-,362591.9,-,80.65,-,28386,-,12.32%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-06-01,257064,-,45028,-,5.71,-,96.79,-,44.83%,-,7438,-,9560,-,558239.2,-,75.05,-,46600,-,16.52%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-06-02,184821,-,33343,-,5.54,-,91.58,-,46.95%,-,4341,-,5604,-,338502.8,-,77.98,-,29753,-,13.02%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-06-03,185286,-,32715,-,5.66,-,92.9,-,46.52%,-,4260,-,5481,-,340436.5,-,79.91,-,29422,-,13.02%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-06-04,182153,-,30858,-,5.9,-,101.0,-,44.80%,-,3906,-,5229,-,314571.1,-,80.54,-,26739,-,12.66%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-06-05,442891,-,95807,-,4.62,-,92.8,-,41.97%,-,18138,-,21172,-,707849.57,-,39.03,-,52898,-,18.93%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-06-06,300257,-,56051,-,5.36,-,97.39,-,43.29%,-,8305,-,10674,-,572922.32,-,68.99,-,40497,-,14.82%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-06-07,292268,-,51291,-,5.7,-,104.87,-,42.87%,-,8489,-,11033,-,588309.7,-,69.3,-,41698,-,16.55%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-06-08,260141,-,48420,-,5.37,-,95.77,-,45.44%,-,5970,-,8043,-,502597.4,-,84.19,-,36789,-,12.33%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-06-09,229434,-,41314,-,5.55,-,95.92,-,45.53%,-,5162,-,7089,-,433430.5,-,83.97,-,35259,-,12.49%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-06-10,191618,-,35111,-,5.46,-,91.85,-,46.60%,-,4450,-,5956,-,417216.7,-,93.76,-,29574,-,12.67%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-06-11,208453,-,37064,-,5.62,-,99.71,-,46.01%,-,4918,-,6019,-,475282.02,-,96.64,-,30875,-,13.27%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-06-12,347093,-,59023,-,5.88,-,99.62,-,45.30%,-,8347,-,10035,-,748351.45,-,89.66,-,61549,-,14.14%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-06-13,309717,-,51781,-,5.98,-,104.22,-,44.82%,-,7485,-,9314,-,620688.63,-,82.92,-,47346,-,14.46%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-06-14,282649,-,50631,-,5.58,-,100.62,-,45.84%,-,6628,-,8024,-,540303.57,-,81.52,-,41629,-,13.09%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-06-15,405432,-,78743,-,5.15,-,99.48,-,46.24%,-,12659,-,16028,-,707351.7,-,55.88,-,53509,-,16.08%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-06-16,396218,-,63654,-,6.22,-,109.77,-,43.26%,-,8636,-,10993,-,647393.0,-,74.96,-,50281,-,13.57%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2018-06-17,589976,-,110832,-,5.32,-,96.2,-,50.86%,-,9007,-,11568,-,721025.86,-,80.05,-,60886,-,8.13%,-,9443,-,12111,-,827562.48,-,63525,-,8.52%,-,94.76%,-
2018-06-18,683001,-,125399,-,5.45,-,100.27,-,45.97%,-,22260,-,28993,-,1361371.71,-,61.16,-,100909,-,17.75%,-,22822,-,29840,-,1640934.29,-,105512,-,18.20%,-,97.34%,-
2018-06-19,291785,-,52114,-,5.6,-,95.85,-,45.80%,-,7276,-,9635,-,537248.0,-,73.84,-,43042,-,13.96%,-,8033,-,10573,-,733162.71,-,48018,-,15.41%,-,89.43%,-
2018-06-20,317492,-,66394,-,4.78,-,88.68,-,48.94%,-,9677,-,11926,-,576121.06,-,59.54,-,42457,-,14.58%,-,10940,-,13524,-,804426.23,-,47925,-,16.48%,-,87.78%,-
2018-06-21,194798,-,38610,-,5.05,-,90.18,-,46.95%,-,4324,-,5438,-,337059.4,-,77.95,-,26733,-,11.20%,-,4764,-,5987,-,457741.3,-,29636,-,12.34%,-,88.27%,-
2018-06-22,214411,-,42014,-,5.1,-,96.4,-,48.54%,-,5485,-,6196,-,408530.3,-,74.48,-,29113,-,13.06%,-,6189,-,7090,-,597825.4,-,33633,-,14.73%,-,87.91%,-
2018-06-23,205911,-,37055,-,5.56,-,96.66,-,47.39%,-,4510,-,5280,-,354727.6,-,78.65,-,28286,-,12.17%,-,5030,-,5950,-,474015.8,-,31486,-,13.57%,-,88.71%,-
2018-06-24,150901,-,30492,-,4.95,-,85.78,-,49.27%,-,3883,-,4448,-,284798.3,-,73.34,-,21861,-,12.73%,-,4341,-,5018,-,371423.0,-,24133,-,14.24%,-,88.50%,-
2018-06-25,144971,-,25716,-,5.64,-,99.26,-,46.72%,-,3208,-,3772,-,264406.9,-,82.42,-,20094,-,12.47%,-,3554,-,4214,-,357746.0,-,22690,-,13.82%,-,89.70%,-
2018-06-26,157642,-,28837,-,5.47,-,98.96,-,47.15%,-,3319,-,3949,-,275125.8,-,82.89,-,21313,-,11.51%,-,3629,-,4342,-,366668.3,-,23393,-,12.58%,-,90.63%,-
2018-06-27,163840,-,32769,-,5.0,-,93.54,-,48.95%,-,4091,-,4745,-,345577.6,-,84.47,-,19996,-,12.48%,-,4511,-,5289,-,440132.1,-,21791,-,13.77%,-,90.09%,-
2018-06-28,133502,-,26699,-,5.0,-,89.63,-,48.38%,-,2933,-,3398,-,216516.0,-,73.82,-,16305,-,10.99%,-,3233,-,3782,-,284615.7,-,18040,-,12.11%,-,90.04%,-
2018-06-29,214009,-,36759,-,5.82,-,100.65,-,42.05%,-,5255,-,6123,-,380049.3,-,72.32,-,26716,-,14.30%,-,6073,-,7102,-,541936.9,-,30894,-,16.52%,-,86.23%,-
2018-06-30,204836,-,36140,-,5.67,-,96.61,-,43.51%,-,5011,-,5920,-,349260.1,-,69.7,-,26143,-,13.87%,-,5532,-,6544,-,453637.6,-,28477,-,15.31%,-,89.41%,-
2018-07-01,227931,-,41369,-,5.51,-,93.41,-,43.40%,-,5759,-,6794,-,424771.7,-,73.76,-,35225,-,13.92%,-,6510,-,7689,-,588224.8,-,39761,-,15.74%,-,87.90%,-
2018-07-02,166802,-,32088,-,5.2,-,96.56,-,46.26%,-,4000,-,4634,-,316092.92,-,79.02,-,24019,-,12.47%,-,4332,-,5092,-,413420.32,-,26348,-,13.50%,-,91.09%,-
2018-07-03,207974,-,39073,-,5.32,-,106.59,-,47.06%,-,5562,-,6517,-,439774.42,-,79.07,-,29618,-,14.23%,-,6089,-,7278,-,566467.82,-,32453,-,15.58%,-,91.00%,-
2018-07-04,183669,-,33942,-,5.41,-,106.43,-,45.04%,-,4874,-,5642,-,365314.24,-,74.95,-,27157,-,14.36%,-,5361,-,6347,-,497687.54,-,30799,-,15.79%,-,90.11%,-
2018-07-05,258629,-,45370,-,5.7,-,105.88,-,43.61%,-,4633,-,5581,-,367919.28,-,79.41,-,31341,-,10.21%,-,5301,-,6432,-,544125.38,-,36785,-,11.68%,-,86.72%,-
2018-07-06,385522,-,64465,-,5.98,-,102.3,-,43.43%,-,8464,-,9650,-,624796.94,-,73.82,-,51308,-,13.13%,-,9863,-,11293,-,931969.74,-,59389,-,15.30%,-,85.14%,-
2018-07-07,230619,-,37934,-,6.08,-,98.79,-,44.52%,-,4982,-,5652,-,361037.0,-,72.47,-,28252,-,13.13%,-,5541,-,6351,-,488023.14,-,31591,-,14.61%,-,88.52%,-
2018-07-08,224742,-,37180,-,6.04,-,97.46,-,44.54%,-,4741,-,5469,-,346039.3,-,72.99,-,26130,-,12.75%,-,5289,-,6137,-,466324.02,-,29087,-,14.23%,-,88.54%,-
2018-07-09,178183,-,33193,-,5.37,-,94.77,-,48.78%,-,3597,-,4173,-,293831.68,-,81.69,-,19923,-,10.84%,-,3963,-,4668,-,410150.68,-,22613,-,11.94%,-,89.68%,-
2018-07-10,217535,-,44605,-,4.88,-,91.78,-,51.03%,-,3397,-,3952,-,258590.77,-,76.12,-,17620,-,7.62%,-,3847,-,4546,-,363554.87,-,20291,-,8.62%,-,87.68%,-
2018-07-11,573365,-,174228,-,3.29,-,62.02,-,70.44%,-,11802,-,13930,-,774514.56,-,65.63,-,57830,-,6.77%,-,13333,-,16047,-,1097809.27,-,66168,-,7.65%,-,88.34%,-
2018-07-12,372220,-,70902,-,5.25,-,98.25,-,49.55%,-,8870,-,10609,-,605130.41,-,68.22,-,47765,-,12.51%,-,9907,-,12039,-,864793.34,-,53903,-,13.97%,-,88.24%,-
2018-07-13,290196,-,53770,-,5.4,-,97.43,-,46.91%,-,7405,-,8873,-,542732.22,-,73.29,-,42539,-,13.77%,-,8341,-,10160,-,772721.27,-,48118,-,15.51%,-,87.74%,-
2018-07-14,179009,-,33672,-,5.32,-,85.76,-,47.58%,-,4091,-,4700,-,296988.76,-,72.6,-,21054,-,12.15%,-,4424,-,5176,-,387282.27,-,23232,-,13.14%,-,89.81%,-
2018-07-15,182934,-,32522,-,5.62,-,89.55,-,46.13%,-,4508,-,5184,-,320993.61,-,71.21,-,23824,-,13.86%,-,4978,-,5783,-,416079.51,-,26401,-,15.31%,-,89.78%,-
2018-07-16,202452,-,33603,-,6.02,-,101.27,-,43.81%,-,4703,-,5534,-,349283.31,-,74.27,-,25420,-,14.00%,-,5235,-,6193,-,460163.21,-,28339,-,15.58%,-,89.25%,-
2018-07-17,265826,-,43043,-,6.18,-,101.62,-,42.35%,-,6632,-,7547,-,506543.5,-,76.38,-,40993,-,15.41%,-,7433,-,8508,-,691775.6,-,46054,-,17.27%,-,88.83%,-
2018-07-18,212079,-,35573,-,5.96,-,96.66,-,44.58%,-,4577,-,5237,-,349863.04,-,76.44,-,26538,-,12.87%,-,5155,-,5952,-,517823.19,-,30285,-,14.49%,-,87.76%,-
2018-07-19,223878,-,41310,-,5.42,-,87.66,-,48.45%,-,4629,-,5216,-,348550.1,-,75.3,-,26293,-,11.21%,-,5185,-,5943,-,466801.2,-,29467,-,12.55%,-,88.72%,-
2018-07-20,290452,-,56629,-,5.13,-,78.28,-,42.44%,-,5924,-,6693,-,417727.35,-,70.51,-,30026,-,10.46%,-,6743,-,7687,-,563230.65,-,33886,-,11.91%,-,87.35%,-
2018-07-21,201452,-,36842,-,5.47,-,82.12,-,46.52%,-,4542,-,5239,-,341754.82,-,75.24,-,25183,-,12.33%,-,5342,-,6223,-,481360.77,-,29025,-,14.50%,-,83.85%,-
2018-07-22,198475,-,38838,-,5.11,-,79.17,-,48.58%,-,4727,-,5453,-,358517.86,-,75.84,-,25609,-,12.17%,-,5201,-,6072,-,478950.36,-,28984,-,13.39%,-,88.23%,-
2018-07-23,204677,-,37681,-,5.43,-,88.85,-,46.88%,-,5169,-,6032,-,385301.57,-,74.54,-,26626,-,13.72%,-,5808,-,6843,-,546890.77,-,30655,-,15.41%,-,88.48%,-
2018-07-24,286819,-,52884,-,5.42,-,84.07,-,46.43%,-,8127,-,9350,-,582203.95,-,71.64,-,45399,-,15.37%,-,9089,-,10549,-,773853.85,-,50824,-,17.19%,-,89.05%,-
2018-07-25,338249,-,57543,-,5.88,-,86.67,-,44.01%,-,9615,-,11106,-,694965.49,-,72.28,-,57520,-,16.71%,-,10772,-,12523,-,948143.59,-,64813,-,18.72%,-,88.73%,-
2018-07-26,265435,-,48056,-,5.52,-,84.42,-,44.98%,-,7197,-,8797,-,507137.25,-,70.47,-,40529,-,14.98%,-,8014,-,9819,-,675258.45,-,45086,-,16.68%,-,88.84%,-
2018-07-27,263565,-,45612,-,5.78,-,86.41,-,43.92%,-,6854,-,8564,-,488957.59,-,71.34,-,40189,-,15.03%,-,7912,-,9794,-,688520.59,-,45748,-,17.35%,-,85.87%,-
2018-07-28,267825,-,47389,-,5.65,-,82.54,-,44.38%,-,7509,-,9363,-,531378.2,-,70.77,-,43521,-,15.85%,-,8325,-,10383,-,712351.5,-,48611,-,17.57%,-,88.58%,-
2018-07-29,419787,-,70613,-,5.94,-,87.78,-,42.13%,-,12712,-,14642,-,883378.62,-,69.49,-,70436,-,18.00%,-,14711,-,16964,-,1268478.52,-,81439,-,20.83%,-,85.89%,-
2018-07-30,398678,-,63621,-,6.27,-,89.09,-,41.28%,-,11385,-,13512,-,802974.6,-,70.53,-,66662,-,17.90%,-,12891,-,15277,-,1121712.2,-,75917,-,20.26%,-,87.83%,-
2018-07-31,285356,-,49403,-,5.78,-,88.26,-,44.89%,-,7558,-,9621,-,538156.32,-,71.2,-,43876,-,15.30%,-,8225,-,10505,-,705325.52,-,48460,-,16.65%,-,91.02%,-
2018-08-01,235691,-,41461,-,5.68,-,89.26,-,44.80%,-,4760,-,5948,-,368646.7,-,77.45,-,28029,-,11.48%,-,5292,-,6619,-,507221.1,-,31730,-,12.76%,-,88.98%,-
2018-08-02,229606,-,43225,-,5.31,-,85.28,-,46.24%,-,5650,-,6572,-,387059.97,-,68.51,-,28564,-,13.07%,-,6325,-,7433,-,527369.17,-,32304,-,14.63%,-,88.92%,-
2018-08-03,339649,-,58340,-,5.82,-,90.51,-,43.25%,-,8214,-,9825,-,626638.54,-,76.29,-,50742,-,14.08%,-,9541,-,11424,-,886014.84,-,57595,-,16.35%,-,85.64%,-
2018-08-04,307813,-,56425,-,5.46,-,82.3,-,44.12%,-,7909,-,8986,-,551933.86,-,69.79,-,43635,-,14.02%,-,9213,-,10546,-,802609.76,-,50308,-,16.33%,-,84.30%,-
2018-08-05,332821,-,59833,-,5.56,-,85.78,-,43.00%,-,9283,-,10797,-,629519.06,-,67.81,-,45850,-,15.51%,-,10829,-,12800,-,941788.16,-,53867,-,18.10%,-,84.57%,-
2018-08-06,303897,-,54466,-,5.58,-,88.92,-,41.92%,-,8286,-,9532,-,590378.57,-,71.25,-,40693,-,15.21%,-,9668,-,11328,-,883195.8,-,48026,-,17.75%,-,85.12%,-
2018-08-07,352036,-,64112,-,5.49,-,85.87,-,41.95%,-,9843,-,11651,-,710649.8,-,72.2,-,48552,-,15.35%,-,11640,-,13881,-,1068898.54,-,57748,-,18.16%,-,84.18%,-
2018-08-08,423126,-,74783,-,5.66,-,84.39,-,42.02%,-,12275,-,15234,-,892733.17,-,72.73,-,60072,-,16.41%,-,14021,-,17438,-,1268429.27,-,68618,-,18.75%,-,87.12%,-
2018-08-09,415338,-,78520,-,5.29,-,83.15,-,44.31%,-,10207,-,13541,-,759564.8,-,74.42,-,49979,-,13.00%,-,11934,-,15597,-,1114200.0,-,58240,-,15.20%,-,84.96%,-
2018-08-10,478301,-,84661,-,5.65,-,86.55,-,41.22%,-,12526,-,15306,-,899780.8,-,71.83,-,59587,-,14.80%,-,15352,-,18585,-,1429882.3,-,72268,-,18.13%,-,81.14%,-
2018-08-11,526850,-,95243,-,5.53,-,81.79,-,41.38%,-,14522,-,16734,-,1008774.36,-,69.47,-,66239,-,15.25%,-,17548,-,20237,-,1573480.86,-,79259,-,18.42%,-,81.98%,-
2018-08-12,301847,-,56312,-,5.36,-,82.58,-,45.63%,-,7883,-,9198,-,589264.98,-,74.75,-,44211,-,14.00%,-,8836,-,10419,-,839207.28,-,50702,-,15.69%,-,87.66%,-
2018-08-13,347825,-,62579,-,5.56,-,82.7,-,42.34%,-,10773,-,12453,-,824468.45,-,76.53,-,66976,-,17.22%,-,12202,-,14244,-,1191758.35,-,77017,-,19.50%,-,87.84%,-
2018-08-14,329155,-,56223,-,5.85,-,91.91,-,44.66%,-,7692,-,9223,-,604939.31,-,78.65,-,46037,-,13.68%,-,8614,-,10388,-,859283.41,-,52329,-,15.32%,-,88.55%,-
2018-08-15,309985,-,55921,-,5.54,-,87.81,-,45.47%,-,7090,-,8433,-,555239.45,-,78.31,-,43030,-,12.68%,-,8011,-,9607,-,790502.75,-,49185,-,14.33%,-,87.79%,-
2018-08-16,437520,-,69341,-,6.31,-,98.93,-,40.98%,-,10107,-,12240,-,811859.54,-,80.33,-,59703,-,14.58%,-,11471,-,13887,-,1137238.54,-,68196,-,16.54%,-,87.59%,-
2018-08-17,392993,-,63154,-,6.22,-,94.88,-,40.62%,-,9539,-,11938,-,724345.24,-,75.94,-,56376,-,15.10%,-,10878,-,13564,-,1043827.94,-,64569,-,17.22%,-,87.01%,-
2018-08-18,318958,-,54346,-,5.87,-,90.79,-,42.55%,-,7450,-,9324,-,547127.42,-,73.44,-,40393,-,13.71%,-,8400,-,10466,-,763531.82,-,46020,-,15.46%,-,87.50%,-
2018-08-19,263644,-,48442,-,5.44,-,86.79,-,45.92%,-,5676,-,6974,-,424068.68,-,74.71,-,27784,-,11.72%,-,6223,-,7706,-,560994.18,-,31069,-,12.85%,-,90.02%,-
2018-08-20,212743,-,40777,-,5.22,-,89.71,-,48.13%,-,4697,-,5821,-,354297.6,-,75.43,-,24134,-,11.52%,-,5197,-,6453,-,465973.5,-,26914,-,12.74%,-,89.65%,-
2018-08-21,207141,-,38885,-,5.33,-,91.49,-,47.74%,-,4647,-,5665,-,362579.93,-,78.02,-,23483,-,11.95%,-,5112,-,6296,-,468644.93,-,26169,-,13.15%,-,90.30%,-
2018-08-22,235404,-,41899,-,5.62,-,93.64,-,45.77%,-,5070,-,5971,-,400287.36,-,78.95,-,27671,-,12.10%,-,5587,-,6633,-,520848.16,-,30740,-,13.33%,-,90.25%,-
2018-08-23,239322,-,44271,-,5.41,-,92.6,-,45.93%,-,5102,-,5877,-,404451.01,-,79.27,-,26038,-,11.52%,-,5678,-,6628,-,551887.33,-,29230,-,12.83%,-,89.20%,-
2018-08-24,292674,-,57669,-,5.08,-,89.26,-,46.86%,-,6168,-,7144,-,514601.19,-,83.43,-,30707,-,10.70%,-,7037,-,8305,-,729053.04,-,34686,-,12.20%,-,87.24%,-
2018-08-25,286946,-,52459,-,5.47,-,84.91,-,44.29%,-,6264,-,7333,-,519083.66,-,82.87,-,31797,-,11.94%,-,7231,-,8535,-,763949.99,-,36651,-,13.78%,-,86.07%,-
2018-08-26,295606,-,55923,-,5.29,-,83.12,-,45.29%,-,6541,-,7561,-,531733.98,-,81.29,-,33327,-,11.70%,-,7483,-,8757,-,769199.08,-,38026,-,13.38%,-,86.82%,-
2018-08-27,273829,-,55563,-,4.93,-,82.78,-,46.81%,-,5474,-,6394,-,492733.42,-,90.01,-,26765,-,9.85%,-,6341,-,7474,-,715001.52,-,30476,-,11.41%,-,85.65%,-
